Minutenmittelwerte Messe M1 WRE1
Datum Uhrzeit;DC-Leistung;Wirkleistung;Scheinleistung;Blindleistung;Maximale Kühlkörpertemperatur;Maximale Drosselablufttemperatur;Tagesenergie;Monatsenergie;Jahresenergie;Gesamtenergie;Einstrahlung global;Einstrahlung M1;Einstrahlung M2;Einstrahlung M3;Temperatur global;Temperatur M1;Temperatur M2;Temperatur M3;Temperatur M4;Temperatur M5;Temperatur M6;Temperatur Umgebung;WR1 R-Iso;WR1 R-Iso Nacht;WR1 R-Iso Nacht DC1;WR1 R-Iso Nacht DC2;WR1 R-Iso Nacht DC3;WR1 R-Iso Nacht DC4;WR1 DC-Strom;WR1 DC-Strom String1;WR1  DC-Strom String2;WR1 DC-Strom String3;WR1 DC-Strom String4;WR1 DC-Strom in % String1;WR1 DC-Strom in % String2;WR1 DC-Strom in % String3;WR1 DC-Strom in % String4;WR1 DC-Spannung;WR1 DC-Spannung Feld;WR1 DC-Leistung;WR1 DC-Leistung String1;WR1  DC-Leistung String2;WR1 DC-Leistung String3;WR1 DC-Leistung String4;WR1 AC-Strom L1;WR1 AC-Strom L2;WR1 AC-Strom L3;WR1 AC-Spannung L1;WR1 AC-Spannung L2;WR1 AC-Spannung L3;WR1 AC-Wirkleistung;WR1 AC-Scheinleistung;WR1 AC-Blindleistung;WR1 Frequenz;WR1 Kühlkörpertemperatur;WR1 Drosselablufttemperatur;WR1 Tagesenergie;WR1 Monatsenergie;WR1 Jahresenergie;WR1 Gesamtenergie;WR1 Wirkungsgrad in % String1;WR1 Wirkungsgrad in % String2;WR1 Wirkungsgrad in % String3;WR1 Wirkungsgrad in % String4;WR2 R-Iso;WR2 R-Iso Nacht;WR2 R-Iso Nacht DC1;WR2 R-Iso Nacht DC2;WR2 R-Iso Nacht DC3;WR2 R-Iso Nacht DC4;WR2 DC-Strom;WR2 DC-Strom String1;WR2  DC-Strom String2;WR2 DC-Strom String3;WR2 DC-Strom String4;WR2 DC-Strom in % String1;WR2 DC-Strom in % String2;WR2 DC-Strom in % String3;WR2 DC-Strom in % String4;WR2 DC-Spannung;WR2 DC-Spannung Feld;WR2 DC-Leistung;WR2 DC-Leistung String1;WR2  DC-Leistung String2;WR2 DC-Leistung String3;WR2 DC-Leistung String4;WR2 AC-Strom L1;WR2 AC-Strom L2;WR2 AC-Strom L3;WR2 AC-Spannung L1;WR2 AC-Spannung L2;WR2 AC-Spannung L3;WR2 AC-Wirkleistung;WR2 AC-Scheinleistung;WR2 AC-Blindleistung;WR2 Frequenz;WR2 Kühlkörpertemperatur;WR2 Drosselablufttemperatur;WR2 Tagesenergie;WR2 Monatsenergie;WR2 Jahresenergie;WR2 Gesamtenergie;WR2 Wirkungsgrad in % String1;WR2 Wirkungsgrad in % String2;WR2 Wirkungsgrad in % String3;WR2 Wirkungsgrad in % String4;WR3 R-Iso;WR3 R-Iso Nacht;WR3 R-Iso Nacht DC1;WR3 R-Iso Nacht DC2;WR3 R-Iso Nacht DC3;WR3 R-Iso Nacht DC4;WR3 DC-Strom;WR3 DC-Strom String1;WR3  DC-Strom String2;WR3 DC-Strom String3;WR3 DC-Strom String4;WR3 DC-Strom in % String1;WR3 DC-Strom in % String2;WR3 DC-Strom in % String3;WR3 DC-Strom in % String4;WR3 DC-Spannung;WR3 DC-Spannung Feld;WR3 DC-Leistung;WR3 DC-Leistung String1;WR3  DC-Leistung String2;WR3 DC-Leistung String3;WR3 DC-Leistung String4;WR3 AC-Strom L1;WR3 AC-Strom L2;WR3 AC-Strom L3;WR3 AC-Spannung L1;WR3 AC-Spannung L2;WR3 AC-Spannung L3;WR3 AC-Wirkleistung;WR3 AC-Scheinleistung;WR3 AC-Blindleistung;WR3 Frequenz;WR3 Kühlkörpertemperatur;WR3 Drosselablufttemperatur;WR3 Tagesenergie;WR3 Monatsenergie;WR3 Jahresenergie;WR3 Gesamtenergie;WR3 Wirkungsgrad in % String1;WR3 Wirkungsgrad in % String2;WR3 Wirkungsgrad in % String3;WR3 Wirkungsgrad in % String4
15.08.2014 06:02:00;0,00;0,01;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,22;0,25;0,25;44,40;9,93;9,40;10,40;10,90;10,70;10,70;11,27;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;232,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;217,00;0,01;0,00;0,00;49,99;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;9,81;0,00;16,11;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;232,78;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,99;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;7,37;24,86;6,91;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;232,78;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,99;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;28,11;14,65
15.08.2014 06:03:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,33;0,31;0,33;44,40;9,91;9,40;10,40;10,90;10,70;10,70;11,20;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;11,30;248,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,78;217,00;217,00;0,01;0,00;0,00;49,99;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;12,43;0,00;20,35;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;12,00;248,32;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,99;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;9,37;31,80;8,85;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;9,97;248,32;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,02;217,00;217,00;0,00;0,00;0,00;49,99;26,93;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;36,01;18,73
15.08.2014 06:04:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,47;0,35;0,34;44,40;9,96;9,40;10,40;10,90;10,70;10,70;11,20;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;20,72;264,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,95;217,02;217,82;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;13,93;0,00;23,66;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;21,00;264,88;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;11,32;38,73;10,97;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;19,10;264,88;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,80;217,00;217,02;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;44,09;22,93
15.08.2014 06:05:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,50;0,50;0,54;44,40;9,86;9,40;10,40;10,90;10,70;10,75;11,20;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;280,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;11,48;0,00;19,49;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;280,02;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;9,21;30,96;8,70;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;280,02;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;35,27;18,35
15.08.2014 06:06:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,60;0,61;0,59;44,40;10,00;9,40;10,40;10,90;10,70;10,90;11,20;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;291,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;8,28;0,00;14,01;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;291,78;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;6,40;21,58;6,03;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;291,78;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;24,58;12,75
15.08.2014 06:07:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,71;0,66;0,68;44,40;10,00;9,40;10,40;10,90;10,70;10,90;11,20;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;300,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;10,14;0,00;17,16;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;300,19;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;7,77;26,35;7,37;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;300,19;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;30,02;15,63
15.08.2014 06:08:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,82;0,70;0,73;44,40;10,00;9,40;10,40;10,90;10,70;10,90;11,20;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;306,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;7,98;0,00;13,66;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;306,56;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;6,19;20,98;5,89;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;306,56;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;23,84;12,34
15.08.2014 06:09:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,86;0,87;0,84;44,40;10,00;9,47;10,40;11,09;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;312,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;8,26;0,00;14,01;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;312,13;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;6,38;21,58;6,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;312,13;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;24,55;12,63
15.08.2014 06:10:00;0,00;0,01;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;0,93;0,93;0,94;44,40;10,00;9,60;10,40;11,20;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;318,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;6,74;0,00;11,64;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;318,61;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;5,22;17,77;4,96;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;318,61;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;20,22;10,49
15.08.2014 06:11:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;1,07;1,02;1,02;44,40;10,00;9,60;10,40;11,20;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;326,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;7,49;0,00;12,93;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;326,57;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;5,88;19,86;5,55;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;326,57;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;22,59;11,67
15.08.2014 06:12:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;1,27;1,22;1,23;44,40;10,00;9,60;10,40;11,20;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;335,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;7,40;0,00;12,74;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;335,33;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;5,78;19,48;5,43;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;335,33;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;22,17;11,42
15.08.2014 06:13:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,00;1,40;1,39;1,33;44,40;10,00;9,60;10,40;11,20;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;344,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;215,00;217,00;218,00;0,01;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;5,87;0,00;10,11;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;344,77;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;26,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;4,59;15,45;4,25;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;344,77;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;217,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;17,62;9,03
15.08.2014 06:14:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,07;1,75;1,70;1,72;44,40;10,00;9,60;10,40;11,20;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,05;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;89,88;355,30;0,01;0,00;0,00;0,00;0,04;0,00;0,00;9,90;214,38;216,98;217,35;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;9,66;0,00;17,14;5000,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,10;0,59;0,10;0,00;0,00;0,30;0,00;93,03;355,30;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;218,83;0,00;0,00;0,00;49,98;26,37;21,00;0,90;18917,00;290264,00;2840456,00;0,00;8,60;29,13;8,17;5000,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,94;0,46;0,00;0,00;0,48;0,19;89,05;355,30;0,00;0,00;0,00;0,21;0,08;0,00;0,00;0,00;216,32;216,80;217,00;0,00;0,00;0,00;49,98;26,77;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;49,41;24,88
15.08.2014 06:15:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,35;2,04;1,95;1,99;44,40;10,00;9,60;10,40;11,20;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;365,69;0,00;0,00;0,00;0,00;0,05;0,00;0,00;9,90;214,00;217,00;217,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;5,70;0,00;10,41;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,59;0,10;0,00;0,00;0,30;0,00;0,00;365,69;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;27,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;5,30;18,07;5,06;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;365,69;0,00;0,00;0,00;0,12;0,05;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;20,64;10,58
15.08.2014 06:16:00;0,00;0,01;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;0,68;2,46;2,50;2,56;44,40;10,00;9,60;10,40;10,92;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;375,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,00;217,00;217,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;4,90;0,00;8,97;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,59;0,10;0,00;0,00;0,30;0,00;0,00;375,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;27,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;4,21;14,45;4,03;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;375,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;16,51;8,49
15.08.2014 06:17:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;1,02;3,01;2,95;2,85;44,40;10,00;9,60;10,40;10,90;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;383,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,00;217,00;217,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;2,96;0,00;5,45;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;383,18;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;27,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;2,50;8,64;2,39;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;383,18;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;9,87;5,03
15.08.2014 06:18:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;1,55;3,37;3,38;3,35;44,40;10,00;9,60;10,40;10,90;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;390,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,00;217,00;217,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;2,16;0,00;3,97;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;390,17;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;27,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;1,77;6,17;1,70;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;390,17;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;7,06;3,59
15.08.2014 06:19:00;0,00;0,00;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;1,97;3,94;3,97;3,95;44,40;10,00;9,58;10,40;10,90;10,70;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;396,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,00;217,00;217,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;1,74;0,00;3,26;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;396,36;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;27,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;1,43;5,04;1,38;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;396,36;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;5,77;2,96
15.08.2014 06:20:00;0,00;0,01;0,00;0,00;0,00;24,00;2,40;51822,00;772399,00;7943076,00;2,40;4,44;4,45;4,43;44,40;9,78;9,41;10,28;10,83;10,69;10,90;11,40;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,30;0,00;0,00;0,00;0,10;0,00;402,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,90;214,00;217,00;217,00;0,00;0,00;0,00;49,98;26,00;24,00;0,60;16061,00;242159,00;2550337,00;0,00;1,48;0,00;2,74;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;0,10;0,00;0,00;0,30;0,00;0,00;402,08;0,00;0,00;0,00;0,10;0,00;0,00;0,00;4,40;216,00;218,00;219,00;0,00;0,00;0,00;49,98;27,00;21,00;0,90;18917,00;290264,00;2840456,00;0,00;1,20;4,23;1,15;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,30;0,00;0,00;0,30;0,10;0,00;402,08;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;216,00;217,00;217,00;0,00;0,00;0,00;49,98;27,00;24,00;0,70;16844,00;239976,00;2552283,00;0,00;0,00;4,85;2,48
